# Pathway	A4.humann2_Abundance
PWY-6507: 5-dehydro-4-deoxy-D-glucuronate degradation|g__Enterobacter.s__Enterobacter_cloacae	2.6119644269
PWY-6507: 5-dehydro-4-deoxy-D-glucuronate degradation|unclassified	1.4065535633
TYRFUMCAT-PWY: tyrosine degradation I	6.0894690381
TYRFUMCAT-PWY: tyrosine degradation I|unclassified	5.0803897307
PWY-5173: superpathway of acetyl-CoA biosynthesis	5.9368333494
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified	4.8556097647
PWY-7345: superpathway of anaerobic sucrose degradation	5.8872006863
PWY-7345: superpathway of anaerobic sucrose degradation|unclassified	4.9534647235
PWY-5004: superpathway of citrulline metabolism	5.8349407269
PWY-5004: superpathway of citrulline metabolism|unclassified	5.0723931154
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	5.6908572889
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	5.5648420592
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)|unclassified	4.3817581506
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	5.5015193675
DENITRIFICATION-PWY: nitrate reduction I (denitrification)|unclassified	2.4967125773
DENITRIFICATION-PWY: nitrate reduction I (denitrification)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0.6449370489
PWY-6433: hydroxylated fatty acid biosynthesis (plants)	5.3712250803
PWY-6433: hydroxylated fatty acid biosynthesis (plants)|unclassified	5.1259864990
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	5.3312426722
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II|unclassified	5.0619859351
PWY-4984: urea cycle	5.3133960672
PWY-4984: urea cycle|unclassified	4.7357269858
AST-PWY: arginine degradation II (AST pathway)	5.3067981994
AST-PWY: arginine degradation II (AST pathway)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	1.7027523182
AST-PWY: arginine degradation II (AST pathway)|unclassified	0.4498426618
PWY-5941: glycogen degradation II	5.0668413158
PWY-5941: glycogen degradation II|unclassified	3.2902145781
PWY-5767: glycogen degradation III	4.9544554922
PWY-5767: glycogen degradation III|unclassified	3.3887668444
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	4.9339856011
PWY-5156: superpathway of fatty acid biosynthesis II (plant)|unclassified	3.6973317014
PWY-3661: glycine betaine degradation I	4.9177979848
PWY-3661: glycine betaine degradation I|unclassified	4.4430257211
PWY-5168: ferulate and sinapate biosynthesis	4.8887041265
PWY-5168: ferulate and sinapate biosynthesis|unclassified	4.8887041265
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	4.8403507020
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	2.2309065635
PWY-5163: p-cumate degradation to 2-oxopent-4-enoate	4.6117556166
PWY-5163: p-cumate degradation to 2-oxopent-4-enoate|unclassified	4.2368009335
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	4.6088909318
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|unclassified	0.2776482151
PWY-6559: spermidine biosynthesis II	4.4747143378
PWY-6559: spermidine biosynthesis II|unclassified	4.0435735881
GALLATE-DEGRADATION-I-PWY: gallate degradation II	4.4650973652
GALLATE-DEGRADATION-I-PWY: gallate degradation II|unclassified	4.0615418364
URSIN-PWY: ureide biosynthesis	4.3523785570
URSIN-PWY: ureide biosynthesis|unclassified	3.6498540431
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	4.2231681235
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	1.3148263011
PWY-7039: phosphatidate metabolism, as a signaling molecule	4.2107171847
PWY-7039: phosphatidate metabolism, as a signaling molecule|unclassified	3.3641498343
PWY-3941: &beta;-alanine biosynthesis II	4.1500698747
PWY-3941: &beta;-alanine biosynthesis II|unclassified	2.6669386366
PWY-7289: L-cysteine biosynthesis V	4.1076177363
PWY-7289: L-cysteine biosynthesis V|unclassified	3.8901498813
GLYCOCAT-PWY: glycogen degradation I	4.0654194299
GLYCOCAT-PWY: glycogen degradation I|unclassified	3.3562069733
PWY-7450: anthocyanidin modification (Arabidopsis)	4.0588241890
PWY-7450: anthocyanidin modification (Arabidopsis)|unclassified	3.9365290227
PWY-6342: noradrenaline and adrenaline degradation	4.0313632272
PWY-6342: noradrenaline and adrenaline degradation|unclassified	3.8422817248
PWY-5989: stearate biosynthesis II (bacteria and plants)	3.9008579156
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	3.1577269481
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis	3.8604645589
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis|unclassified	3.7444017686
GLUCARDEG-PWY: D-glucarate degradation I	3.6731543223
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	1.0928863794
GALACTARDEG-PWY: D-galactarate degradation I	3.6207858459
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	1.2702642260
M-CRESOL-DEGRADATION-PWY: m-cresol degradation	3.5648012243
M-CRESOL-DEGRADATION-PWY: m-cresol degradation|unclassified	3.4549178485
P163-PWY: lysine fermentation to acetate and butyrate	3.5063061751
P163-PWY: lysine fermentation to acetate and butyrate|unclassified	1.1266779209
GALLATE-DEGRADATION-II-PWY: gallate degradation I	3.3968274421
GALLATE-DEGRADATION-II-PWY: gallate degradation I|unclassified	3.1581110104
PWY-7006: 4-amino-3-hydroxybenzoate degradation	3.3118441745
PWY-7006: 4-amino-3-hydroxybenzoate degradation|unclassified	3.3118441745
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	3.2392706878
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified	2.5789494916
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	3.1944168040
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|unclassified	3.0968446716
PWY-6637: sulfolactate degradation II	3.1825459509
PWY-6637: sulfolactate degradation II|unclassified	0.8204929099
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	3.1334024947
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)|unclassified	2.7883288518
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	3.1203856325
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	2.6681568406
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	3.1203517387
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	0.6618670748
PWY-6803: phosphatidylcholine acyl editing	3.1066200184
PWY-6803: phosphatidylcholine acyl editing|unclassified	2.0344609093
RHAMCAT-PWY: L-rhamnose degradation I	3.0356544481
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	1.8457796542
RHAMCAT-PWY: L-rhamnose degradation I|g__Enterobacter.s__Enterobacter_cloacae	0.9914375845
PWY-6565: superpathway of polyamine biosynthesis III	2.9497983126
PWY-6565: superpathway of polyamine biosynthesis III|unclassified	1.8532774753
PWY-6855: chitin degradation I (archaea)	2.8935933876
PWY-6855: chitin degradation I (archaea)|unclassified	2.7672546953
PWY-5103: isoleucine biosynthesis III	2.8914205053
PWY-5103: isoleucine biosynthesis III|unclassified	2.7828045175
PWY66-389: phytol degradation	2.8342352823
PWY66-389: phytol degradation|unclassified	2.6885707877
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	2.7668611094
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	2.4273836873
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	2.7532598552
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|unclassified	1.4545217546
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Enterobacter.s__Enterobacter_cloacae	0.9096448776
PWY-7391: isoprene biosynthesis II (engineered)	2.7176821563
PWY-7391: isoprene biosynthesis II (engineered)|unclassified	2.4639924115
PWY-922: mevalonate pathway I	2.7176821563
PWY-922: mevalonate pathway I|unclassified	2.4639924115
PWY-7242: D-fructuronate degradation	2.6875246177
PWY-7242: D-fructuronate degradation|unclassified	1.0801783358
PWY-5994: palmitate biosynthesis I (animals and fungi)	2.6127762948
PWY-5994: palmitate biosynthesis I (animals and fungi)|unclassified	2.3720983182
PWY-5154: arginine biosynthesis III (via N-acetyl-L-citrulline)	2.5526994441
PWY-5154: arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	1.9389039607
PWY-6581: spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	2.4661163931
PWY-6581: spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis|unclassified	2.4475798868
TRIGLSYN-PWY: triacylglycerol biosynthesis	2.4394946143
TRIGLSYN-PWY: triacylglycerol biosynthesis|unclassified	1.9796851299
PWY-7433: mucin core 1 and core 2 O-glycosylation	2.3774153432
PWY-7433: mucin core 1 and core 2 O-glycosylation|unclassified	2.3774153432
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	2.3726194682
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	1.0986065342
PWY-6313: serotonin degradation	2.3223133048
PWY-6313: serotonin degradation|unclassified	2.2582942514
PWY-7185: UTP and CTP dephosphorylation I	2.2737689725
PWY-7185: UTP and CTP dephosphorylation I|unclassified	2.1541978809
PWY-6307: tryptophan degradation X (mammalian, via tryptamine)	2.2275595859
PWY-6307: tryptophan degradation X (mammalian, via tryptamine)|unclassified	2.1685917697
PWY6666-2: dopamine degradation	2.2205567160
PWY6666-2: dopamine degradation|unclassified	2.1811416382
PWY-6562: norspermidine biosynthesis	2.0844469752
PWY-6562: norspermidine biosynthesis|unclassified	1.2770943115
PWY-842: starch degradation I	2.0247687758
PWY-842: starch degradation I|unclassified	1.8459828263
PWY-6558: heparan sulfate biosynthesis (late stages)	1.9096004735
PWY-6558: heparan sulfate biosynthesis (late stages)|unclassified	1.9007436585
P42-PWY: incomplete reductive TCA cycle	1.8887317047
P42-PWY: incomplete reductive TCA cycle|unclassified	1.6893687935
PWY-5080: very long chain fatty acid biosynthesis I	1.8724067274
PWY-5080: very long chain fatty acid biosynthesis I|unclassified	1.8161145524
PWY-7036: very long chain fatty acid biosynthesis II	1.8724067274
PWY-7036: very long chain fatty acid biosynthesis II|unclassified	1.8161145524
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	1.8447316681
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast|unclassified	1.6164843848
PWY0-1533: methylphosphonate degradation I	1.8262035641
PWY-5030: histidine degradation III	1.8147764828
PWY-5030: histidine degradation III|unclassified	1.7032771304
REDCITCYC: TCA cycle III (helicobacter)	1.7207668563
REDCITCYC: TCA cycle III (helicobacter)|unclassified	1.5556990366
LIPASYN-PWY: phospholipases	1.6137154392
LIPASYN-PWY: phospholipases|unclassified	1.3339001374
GALACTUROCAT-PWY: D-galacturonate degradation I	1.6116923872
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	1.2983908511
PWY-5079: phenylalanine degradation III	1.4201557374
PWY-5079: phenylalanine degradation III|unclassified	1.3781026908
LYSINE-AMINOAD-PWY: lysine biosynthesis IV	1.3640985598
LYSINE-AMINOAD-PWY: lysine biosynthesis IV|unclassified	1.3058918659
PWY-6568: dermatan sulfate biosynthesis (late stages)	1.3493143698
PWY-6568: dermatan sulfate biosynthesis (late stages)|unclassified	1.3493143698
PWY-7434: terminal O-glycans residues modification	1.2932902919
PWY-7434: terminal O-glycans residues modification|unclassified	1.2932902919
P124-PWY: Bifidobacterium shunt	1.2788173732
P124-PWY: Bifidobacterium shunt|unclassified	0.9657608074
PWY-2083: isoflavonoid biosynthesis II	1.2496877520
PWY-2083: isoflavonoid biosynthesis II|unclassified	1.2362365514
PWY-6098: diploterol and cycloartenol biosynthesis	1.2114158188
PWY-6098: diploterol and cycloartenol biosynthesis|unclassified	1.2114158188
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	1.2108357788
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|unclassified	0.6102351782
PWY-6760: xylose degradation III	1.2084327878
PWY-6760: xylose degradation III|unclassified	1.1504858104
PROPFERM-PWY: L-alanine fermentation to propionate and acetate	1.1948295384
PROPFERM-PWY: L-alanine fermentation to propionate and acetate|unclassified	1.0529058000
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	1.1238476532
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)|unclassified	1.1103303405
PWY-5675: nitrate reduction V (assimilatory)	1.1106200178
PWY-5675: nitrate reduction V (assimilatory)|unclassified	1.1045890125
ENTBACSYN-PWY: enterobactin biosynthesis	1.0932565327
ENTBACSYN-PWY: enterobactin biosynthesis|unclassified	0.9153462607
PWY-5320: kaempferol glycoside biosynthesis (Arabidopsis)	1.0907000198
PWY-5320: kaempferol glycoside biosynthesis (Arabidopsis)|unclassified	1.0818034985
PWY-6369: inositol pyrophosphates biosynthesis	1.0795235521
PWY-6369: inositol pyrophosphates biosynthesis|unclassified	1.0730691154
PWY-6281: selenocysteine biosynthesis II (archaea and eukaryotes)	1.0536291371
PWY-6281: selenocysteine biosynthesis II (archaea and eukaryotes)|unclassified	1.0295049088
PWY-1501: mandelate degradation I	1.0410976254
PWY-1501: mandelate degradation I|unclassified	1.0410976254
PWY-6491: D-galacturonate degradation III	1.0244651906
PWY-6491: D-galacturonate degradation III|unclassified	0.7622460847
PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	1.0220064470
PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)|unclassified	1.0071398064
PWY-6633: caffeine degradation V (bacteria, via trimethylurate)	1.0103101244
PWY-6633: caffeine degradation V (bacteria, via trimethylurate)|unclassified	0.9962704898
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I	0.9904698172
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I|unclassified	0.9904698172
PWY-4361: methionine salvage I (bacteria and plants)	0.9781657174
PWY-4361: methionine salvage I (bacteria and plants)|unclassified	0.9100139580
PWY66-373: sucrose degradation V (sucrose &alpha;-glucosidase)	0.9766485041
PWY66-373: sucrose degradation V (sucrose &alpha;-glucosidase)|unclassified	0.9146301385
PWY-6940: eicosapentaenoate biosynthesis III (fungi)	0.9557503352
PWY-6940: eicosapentaenoate biosynthesis III (fungi)|unclassified	0.9397038369
PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis	0.9532155667
PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis|unclassified	0.8749217342
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.9308394778
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	0.8900555245
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0.8934502486
PWY-7209: superpathway of pyrimidine ribonucleosides degradation|unclassified	0.6968356640
PWY-6755: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	0.8932528035
PWY-6755: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I|unclassified	0.8572193868
PWY-5353: arachidonate biosynthesis	0.8632721283
PWY-5353: arachidonate biosynthesis|unclassified	0.8485482707
PWY66-374: C20 prostanoid biosynthesis	0.8613600572
PWY66-374: C20 prostanoid biosynthesis|unclassified	0.8613600572
PWY-5283: lysine degradation V	0.7723363345
PWY-5283: lysine degradation V|unclassified	0.6769116925
PWY-5840: superpathway of menaquinol-7 biosynthesis	0.7717694997
SPHINGOLIPID-SYN-PWY: sphingolipid biosynthesis (yeast)	0.7639488449
SPHINGOLIPID-SYN-PWY: sphingolipid biosynthesis (yeast)|unclassified	0.7608351522
CENTFERM-PWY: pyruvate fermentation to butanoate	0.7247733177
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	0.6955998031
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.7194708770
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	0.7020859094
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0.7159301966
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|unclassified	0.6935979295
PWY-6367: D-myo-inositol-5-phosphate metabolism	0.6400518532
PWY-6367: D-myo-inositol-5-phosphate metabolism|unclassified	0.6400518532
PWY-4202: arsenate detoxification I (glutaredoxin)	0.6397206934
PWY-4202: arsenate detoxification I (glutaredoxin)|unclassified	0.6327399839
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)	0.6391463163
PWY-6763: salicortin biosynthesis	0.6330037418
PWY-6763: salicortin biosynthesis|unclassified	0.6330037418
PWY-6834: spermidine biosynthesis III	0.6243721757
PWY-6834: spermidine biosynthesis III|unclassified	0.6093770390
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS: dolichyl-diphosphooligosaccharide biosynthesis	0.5597544288
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS: dolichyl-diphosphooligosaccharide biosynthesis|unclassified	0.5556098511
PWY-722: nicotinate degradation I	0.5248507003
PWY-722: nicotinate degradation I|unclassified	0.5248507003
PWY-6567: chondroitin sulfate biosynthesis (late stages)	0.5241392421
PWY-6567: chondroitin sulfate biosynthesis (late stages)|unclassified	0.5241392421
PWY-6368: 3-phosphoinositide degradation	0.5122766706
PWY-6368: 3-phosphoinositide degradation|unclassified	0.5108364032
CRNFORCAT-PWY: creatinine degradation I	0.5114020934
CRNFORCAT-PWY: creatinine degradation I|unclassified	0.5049838166
PWY-6061: bile acid biosynthesis, neutral pathway	0.5060600703
PWY-6061: bile acid biosynthesis, neutral pathway|unclassified	0.5060600703
PWY-6555: superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants)	0.4951134155
PWY-6555: superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants)|unclassified	0.4951134155
PWY-6358: superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism	0.4647179653
PWY-6358: superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism|unclassified	0.4633778899
PWY-5494: pyruvate fermentation to propionate II (acrylate pathway)	0.4567465140
PWY-5494: pyruvate fermentation to propionate II (acrylate pathway)|unclassified	0.4095928233
PWY-6554: 1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)	0.4517777668
PWY-6554: 1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)|unclassified	0.4517777668
PWY-5488: 4-nitrophenol degradation II	0.4273645092
PWY-6785: hydrogen production VIII	0.3380042132
PWY-6785: hydrogen production VIII|unclassified	0.3373744318
PWY-5129: sphingolipid biosynthesis (plants)	0.3232040687
PWY-5129: sphingolipid biosynthesis (plants)|unclassified	0.3232040687
PWY-7379: mRNA capping II	0.3054120015
PWY-7379: mRNA capping II|unclassified	0.3054120015
CARNMET-PWY: L-carnitine degradation I	0.2996071060
CARNMET-PWY: L-carnitine degradation I|unclassified	0.1945361679
PWY-5419: catechol degradation to 2-oxopent-4-enoate II	0.2594124738
PWY-5419: catechol degradation to 2-oxopent-4-enoate II|unclassified	0.2594124738
PWY-7161: polymethylated quercetin biosynthesis	0.2371745479
PWY-7161: polymethylated quercetin biosynthesis|unclassified	0.2370450575
PWY-822: fructan biosynthesis	0.2321090326
PWY-822: fructan biosynthesis|unclassified	0.1154145753
PWY-6109: mangrove triterpenoid biosynthesis	0.2196660691
PWY-6109: mangrove triterpenoid biosynthesis|unclassified	0.2196660691
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.2092941576
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	0.2087486387
ARGDEG-IV-PWY: arginine degradation VIII (arginine oxidase pathway)	0.1864743891
ARGDEG-IV-PWY: arginine degradation VIII (arginine oxidase pathway)|unclassified	0.1784670173
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	0.1758344748
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis|unclassified	0.1756367936
PWY-7002: 4-hydroxyacetophenone degradation	0.1342585707
PWY-7002: 4-hydroxyacetophenone degradation|unclassified	0.1340393288
PWY-6215: 4-chlorobenzoate degradation	0.1281060667
PWY-6215: 4-chlorobenzoate degradation|unclassified	0.1271844013
PWY-7251: pentacyclic triterpene biosynthesis	0.1099153000
PWY-7251: pentacyclic triterpene biosynthesis|unclassified	0.1098302587
PWY-5391: syringetin biosynthesis	0.1026983386
PWY-5391: syringetin biosynthesis|unclassified	0.1026616197
PWY-3101: flavonol biosynthesis	0.0985816733
PWY-3101: flavonol biosynthesis|unclassified	0.0985393836
PWY1F-FLAVSYN: flavonoid biosynthesis	0.0913610265
PWY1F-FLAVSYN: flavonoid biosynthesis|unclassified	0.0913610265
PWY-6352: 3-phosphoinositide biosynthesis	0.0799374861
PWY-6352: 3-phosphoinositide biosynthesis|unclassified	0.0798255146
PWY-5135: xanthohumol biosynthesis	0.0736046639
PWY-5135: xanthohumol biosynthesis|unclassified	0.0735859728
PWY-7283: wybutosine biosynthesis	0.0652397972
PWY-7283: wybutosine biosynthesis|unclassified	0.0652276214
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0.0472071383
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis|unclassified	0.0471975758
